EG	Gene	Syn	Protein	Function	Description	SP	b#	
EG30085	rrsB	None	Null	Null	16S rRNA of rrnB operon	Null	b3968
EG30086	rrsC	None	Null	Null	16S rRNA of rrnC operon	Null	b3756
EG30087	rrsD	None	Null	Null	16S rRNA of rrnD operon	Null	b3278
EG30088	rrsE	None	Null	Null	16S rRNA of rrnE operon	Null	b4007
EG30089	rrsG	None	Null	Null	16S rRNA of rrnG operon	Null	b2591
EG30090	rrsH	None	Null	Null	16S rRNA of rrnH operon	Null	b0201
EG30091	rrfF	rrfDbeta, rrvD	Null	Null	5S rRNA of rrnD operon	Null	b3272
EG30092	selC	fdhC	Null	Null	Selenocysteyl tRNA(UCA) (converted from serine tRNA)	Null	b3658
EG30093	serT	divE	Null	Null	Serine tRNA(UGA) 1	Null	b0971
EG30094	serU	ftsM, Su-1, su1, supD, supH	Null	Null	Serine tRNA(CGA) 2	Null	b1975
EG30095	serV	supD	Null	Null	Serine tRNA(GCU) 3	Null	b2695
EG30096	serW	None	Null	Null	Serine tRNA(GGA) 5	Null	b0883
EG30097	serX	None	Null	Null	Serine tRNA(GGA) 5	Null	b1032
EG30098	spf	IS197	Null	Null	Spot 42 sRNA; antisense regulator of galK translation	Null	b3864
EG30099	ssrS	ssr, ssrI	Null	Null	6S sRNA inhibits RNA polymerase promoter binding; template for RNA-directed pRNA synthesis by RNAP; mimics an open promoter	Null	b2911
EG30100	ssrA	sipB	Null	Null	tmRNA, 10Sa RNA; acts as tRNA-Ala and mRNA template for tagging proteins resulting from premature transcription termination for degradation, a process known as trans-translation	Null	b2621
EG30101	thrT	None	Null	Null	Threonine tRNA(GGU) 3	Null	b3979
EG30102	thrU	None	Null	Null	Threonine tRNA(UGU) 4	Null	b3976
EG30103	thrV	None	Null	Null	Threonine tRNA(GGU) 1 in rrnD	Null	b3273
EG30104	thrW	None	Null	Null	Threonine tRNA(CGU) 2	Null	b0244
EG30105	trpT	su7, su8, su9, supU, supV	Null	Null	Tryptophan tRNA(CCA)	Null	b3761
EG30106	tyrT	su(c), Su-3, Su-4, suIII, supC, supFsupO, tyrTalpha	Null	Null	Tyrosine tRNA(GUA) 1; tandemly duplicated	Null	b1231
EG30107	tyrU	supM, supZ	Null	Null	Tyrosine tRNA(GUA) 2	Null	b3977
EG30108	tyrV	tyrTbeta	Null	Null	Tyrosine tRNA(GUA) 1; tandemly duplicated	Null	b1230
EG30109	valT	None	Null	Null	Valine tRNA(UAC) 1; duplicate gene with triplicated valUXY	Null	b0744
EG30110	valU	valUalpha	Null	Null	Valine tRNA(UAC) 1; tandemly triplicate	Null	b2401
EG30111	valV	None	Null	Null	Valine tRNA(GAC) 2B	Null	b1665
EG30112	valW	None	Null	Null	Valine tRNA(GAC) 2A	Null	b1666
EG30113	valX	valUbeta	Null	Null	Valine tRNA(UAC) 1; tandemly triplicate	Null	b2402
EG30114	valY	valUgamma	Null	Null	Valine tRNA(UAC) 1; tandemly triplicate	Null	b2403
EG31115	dicF	None	Null	Null	DicF antisense sRNA, inhibits ftsZ, Qin prophage	Null	b1574
EG31116	oxyS	None	Null	Null	OxyS sRNA activates genes that detoxify oxidative damage	Null	b4458
EG31117	metW	None	Null	Null	Initiator methionine tRNA(CAU) f1; triplicate gene	Null	b2815
EG31118	dsrA	IS095	Null	Null	Regulatory sRNA enhances translation of rpoS; component of acid resistance regulatory circuit; also antagonist of H-NS function by decreasing H-NS levels	Null	b1954
EG31119	csrB	None	Null	Null	CsrA-binding sRNA, antagonizing CsrA regulation; blocks the CsrA binding of glgC mRNA	Null	b4408
EG31120	asnW	None	Null	Null	Asparagine tRNA(GUU)	Null	b1984
EG31121	ileY	None	Null	Null	Isoleucine tRNA(GAU) 2 variant	Null	b2652
EG31122	lysQ	None	Null	Null	Lysine tRNA(UUU)	Null	b0749
EG31123	lysY	None	Null	Null	Lysine tRNA(UUU)	Null	b0747
EG31124	lysZ	None	Null	Null	Lysine tRNA(UUU)	Null	b0748
EG31125	valZ	None	Null	Null	Valine tRNA(UAC) 1	Null	b0746
EG31127	sokB	None	Null	Null	Antisense sRNA blocking mokB, and hence hokB, translation	Null	b4429
EG31128	sokC	sof	Null	Null	Antisense sRNA blocking mokC, and hence hokC, translation	Null	b4413
EG31129	gcvB	IS145, psrA11	Null	Null	GcvB sRNA gene divergent from gcvA; represses oppA, dppA, gltI and livJ expression; regulated by gcvA and gcvR; this is gcvB-L, terminated at T2, 90% of gcvB RNA is from gcvB-S, encoding a 134 nt RNA terminating at T1	Null	b4443
EG31130	rprA	IS083, psrA5	Null	Null	Positive regulatory antisense sRNA for rpoS translation	Null	b4431
EG31131	rttR	rtT, rtV1	Null	Null	rtT sRNA, processed from tyrT transcript; encodes putative Tpr protein; RNA itself may modulate the stringent response	Null	b4425
EG31133	ryhB	IS176, psrA18, sraI	Null	Null	Regulatory sRNA mediating positive Fur regulon response; requires Hfq for function; global iron regulator; degraded by RNase E when bound to target	Null	b4451
EG31134	csrC	IS198, psrA21, ryiB, sraK, tpk2	Null	Null	CsrC sRNA sequesters CsrA, a carbon flux regulator; also affects biofilms and motilty	Null	b4457
EG31135	tff	t44	Null	Null	Novel sRNA, function unknown	Null	b4414
EG31137	rybB	p25	Null	Null	sRNA effector of ompC and ompW mRNA instability; requires Hfq	Null	b4417
EG31138	psrD	pke20, psrA4, sraB	Null	Null	Novel sRNA, function unknown	Null	b4418
EG31139	rdlA	None	Null	Null	Antisense sRNA RdlA affects LdrA translation; proposed addiction module in LDR-A repeat, with toxic peptide LdrA	Null	b4420
EG31140	rdlB	None	Null	Null	Antisense sRNA RdlB affects LdrB translation; proposed addiction module in LDR-B repeat, with toxic peptide LdrB	Null	b4422
EG31141	rdlC	None	Null	Null	Antisense sRNA RdlC affects LdrC translation; proposed addiction module in LDR-C repeat, with toxic peptide LdrC	Null	b4424
EG31142	rdlD	None	Null	Null	Antisense sRNA RdlD affects LdrD translation; proposed addiction module in LDR-D repeat, with toxic peptide LdrD	Null	b4454
EG31143	mcaS	IS061, isrA	Null	Null	Motility and biofilm regulator	Null	b4426
EG31144	micC	IS063, tke8	Null	Null	MicC sRNA regulator of OmpC translation	Null	b4427
EG31145	rydB	IS082, tpe7	Null	Null	Novel sRNA, function unknown	Null	b4430
EG31146	ryeA	IS091, psrA8, sraC, tpke79	Null	Null	Novel sRNA, function unknown	Null	b4432
EG31147	sdsR	ryeB, tpke79	Null	Null	Stationary phase sRNA, mutS regulator	Null	b4433
EG31149	sgrS	ryaA	Null	Null	sRNA that destabilzes ptsG mRNA; regulated by sgrR	Null	b4577
EG31150	isrC	IS102	Null	Null	Novel sRNA, function unknown, CP4-44; flu mRNA 5'UTR; putative prophage remnant	Null	b4435
EG31151	sibA	QUAD1a, ryeC, tp11	Null	Null	Antisense sRNA regulator of toxic IbsA protein; in SIBa repeat	Null	b4436
EG31152	sibB	QUAD1b, ryeD, tpe60	Null	Null	Antisense sRNA regulator of toxic IbsB protein; in SIBb repeat	Null	b4437
EG31153	cyaR	ryeE	Null	Null	sRNA effector of ompX mRNA instability, cAMP-induced; hfq-dependent	Null	b4438
EG31154	ryfA	PAIR3b, tp1	Null	Null	Novel sRNA, function unknown	Null	b4440
EG31155	glmY	sroF, tke1	Null	Null	sRNA activator of glmS mRNA, glmZ processing antagonist	Null	b4441
EG31156	micA	psrA10, sraD	Null	Null	sRNA regulator of ompA, lamB, ompX and phoP, Hfq-dependent	Null	b4442
EG31157	omrA	PAIR2a, psrA12, rygA, sraE, t59	Null	Null	sRNA downregulating OM proteins and curli; positively regulated by OmpR/EnvZ; binds Hfq	Null	b4444
EG31158	omrB	PAIR2b, rygB, t59	Null	Null	sRNA downregulating OM proteins and curli; positively regulated by OmpR/EnvZ; binds Hfq	Null	b4445
EG31159	sibC	QUAD1c, rygC, t27	Null	Null	Antisense sRNA regulator of toxic IbsC protein; in SIBc repeat	Null	b4446
EG31160	sibD	C0730, IS156, QUAD1d, rygD, tp8	Null	Null	Antisense sRNA regulator of toxic IbsD protein; in SIBd repeat	Null	b4447
EG31162	psrO	p3, psrA15, sraG	Null	Null	Novel sRNA, function unknown	Null	b4449
EG31163	arcZ	psrA16, ryhA, sraH	Null	Null	sRNA positive antisense regulator of rpoS; binds Hfq	Null	b4450
EG31164	gadY	IS183	Null	Null	sRNA regulator of gadAB transcriptional activator GadX mRNA	Null	b4452
EG31165	glmZ	k19, psrA20, ryiA, sraJ	Null	Null	sRNA antisense activator of glmS mRNA, Hfq-dependent	Null	b4456
EG31166	ryjA	sraL	Null	Null	Novel sRNA, function unknown	Null	b4459
EG31167	istR	psr19, psrA19	Null	Null	sRNAs IstR-1 and IstR-2, tisB regulators	Null	b4616
EG31168	rydC	IS067	Null	Null	sRNA regulator of csgD and yejABEF	Null	b4597
EG31169	sibE	QUAD1e, rygE	Null	Null	Antisense sRNA regulator of toxic IbsE protein; in SIBe repeat	Null	b4611
EG31170	rseX	IS96	Null	Null	sRNA regulating ompA and ompC translation, with Hfq	Null	b4603
EG31171	ptwF'	None	Null	Null	thrW pseudogene, CP4-6 prophage attachment site	Null	b4629
EG31172	pauD'	None	Null	Null	argU pseudogene, DLP12 prophage attachment site	Null	b4635
EG31173	pawZ'	None	Null	Null	CPS-53 prophage attachment site attR, argW pseudogene	Null	b4643
EG31174	psaA'	None	Null	Null	ssrA pseudogene, CP4-57 attachment site duplication; putative defective prophage	Null	b4645
EG31175	chiX	er13, micM, rybC, sroB	Null	Null	sRNA regulator of OM chitoporin ChiP(YbfM); also an antisense regulator for CitA(DpiB)	Null	b4585
EG31176	sokA'	None	Null	Null	Pseudogene, antisense sRNA blocking mokA/hokA translation; the last 30/52 nt remain	Null	b4614
EG31178	ohsC	ryfC	Null	Null	Antisense sRNA regulator of shoB toxin	Null	b4608
EG31179	ryfD	None	Null	Null	Novel sRNA, function unknown	Null	b4609
EG31180	symR	ryjC	Null	Null	sRNA destabilizing divergent and overlapping symE mRNA	Null	b4625
EG31181	ryjB	None	Null	Null	Novel sRNA, function unknown	Null	b4624
EG31182	sroH	IS206	Null	Null	Novel sRNA, function unknown	Null	b4691
EG31183	eyeA	I001	Null	Null	Novel sRNA, function unknown, CP4-6 prophage	Null	b4690
EG31184	mgrR	None	Null	Null	sRNA affecting sensitivity to antimicrobial peptides; regulated by PhoPQ and Mg(2+)	Null	b4698
EG31185	fnrS	rydA	Null	Null	FNR-activated anaerobic sRNA; mediates negative FNR regulation; Hfq-dependent	Null	b4699
EG31186	sokE	None	Null	Null	Antisense sRNA at remnant mokE/hokE locus	Null	b4700
EG31187	sokX	None	Null	Null	Antisense sRNA, function unknown	Null	b4701
EG31188	arrS	None	Null	Null	Antisense sRNA regulator of gadE and acid resistance; GadE-regulated	Null	b4704
EG31189	agrA	None	Null	Null	Inactive antisense sRNA	Null	b4712
EG31190	agrB	None	Null	Null	Antisense sRNA antitoxin for the DinQ toxin	Null	b4713
EG31191	esrE	None	Null	Null	putative sRNA of unknown function	Null	b4707
EG31192	ralA	rcbA	Null	Null	sRNA antitoxin for RalR toxin	Null	b4714
EG40001	insA1	None	IS1 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase A	P0CF07	b0022
EG40002	insB1	None	IS1 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase B	P0CF25	b0021
EG40003	insC1	None	IS2 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS2 transposase A	P0CF40	b0360
EG40004	insD1	None	IS2 transposase TnpB	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS2 transposase B	P0CF53	b0361
EG40005	insE1	None	IS3 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase A	P0CF66	b0298
EG40006	insF1	None	IS3 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase B	P0CF79	b0299
EG40007	insG	None	IS4 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS4 transposase	P03835	b4278
EG40008	insH1	None	IS5 transposase and trans-activator	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase	P0CE49	b0259
EG40009	insI1	None	IS30 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS30 transposase	P0CF88	b0256
EG40010	insJ	None	IS150 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS150 transposase A	P19768	b3557
EG40011	insK	dinS	IS150 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS150 transposase B	P19769	b3558
EG40012	insL1	None	IS186 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS186 transposase	P0CF91	b0016
EG40013	insM'	None	pseudogene, IS600 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	Pseudogene, truncated IS600 transposase	Null	b4561
EG40014	insN'	insN1, insO, ORFAB	pseudogene, IS911 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	Pseudogene reconstruction, fused IS911 transposase AB	P75679	b4587
EG40121	insO'	insN2, ORFAB, yjhW	pseudogene, IS911 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	Pseudogene reconstruction, fused IS911 transposase AB	P75680	b4623
EG50001	rplU	None	50S ribosomal subunit protein L21	Structural component; Ribosomal proteins - synthesis, modification	50S ribosomal subunit protein L21	P0AG48	b3186
EG50002	rpmA	rpz	50S ribosomal subunit protein L27	Structural component; Ribosomal proteins - synthesis, modification	50S ribosomal subunit protein L27	P0A7L8	b3185
EG50003	acpP	None	acyl carrier protein (ACP)	Carrier; Fatty acid and phosphatidic acid biosynthesis	Acyl carrier protein ACP	P0A6A8	b1094
EG50004	rmf	None	ribosome modulation factor	Factor; Ribosomes - maturation and modification	Ribosome Modulation Factor RMF; binds 70S ribosome dimers to form 100S; occurs in stationary phase	P0AFW2	b0953
EG50006	eutB	None	ethanolamine ammonia-lyase, large subunit, heavy chain	Enzyme; Degradation of small molecules: Amines	Ethanolamine ammonia lyase, large subunit, adenosylcobalamine-dependent; concerted induction requires both B12 and ethanolamine; heterodimeric	P0AEJ6	b2441
EG50007	eutC	None	ethanolamine ammonia-lyase, small subunit (light chain)	Enzyme; Degradation of small molecules: Amines	Ethanolamine ammonia lyase, small subunit, adenosylcobalamine-dependent; concerted induction requires both B12 and ethanolamine; heterodimeric	P19636	b2440
EG50008	cybC'	None	pseudogene, truncated cytochrome b562	Null	Pseudogene, N-terminal fragment, cytochrome b562	P0ABE7	b4236
EG50009	gadA	gadS	glutamate decarboxylase A, PLP-dependent	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Glutamate decarboxylase A	P69908	b3517
EG50010	frmA	adhC	alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase	Enzyme; Energy metabolism, carbon: Fermentation	Glutathione-dependent formaldehyde dehydrogenase	P25437	b0356
EG50011	folP	dhpS	7,8-dihydropteroate synthase	Enzyme; Biosynthesis of cofactors, carriers: Folic acid	Dihydropteroate synthase	P0AC13	b3177
EG60006	insB2	None	IS1 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase B	P0CF26	b0264
EG60007	insA2	None	IS1 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase A	P0CF08	b0265
EG60008	insB3	None	IS1 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase B	P0CF27	b0274
EG60009	insA3	None	IS1 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase A	P0CF09	b0275
EG60014	insF2	None	IS3 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase B	P0CF80	b0372
EG60015	insE2	None	IS3 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase A	P0CF67	b0373
EG60016	insE3	None	IS3 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase A	P0CF68	b0540
EG60017	insF3	None	IS3 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase B	P0CF81	b0541
EG60018	insH2	None	IS5 transposase and trans-activator	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase	P0CE50	b0552
EG60019	insL2	None	IS186 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS186 transposase	P0CF92	b0582
EG60020	insH4	None	IS5 transposase and trans-activator	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase	P0CE51	b0656
EG60021	insA4	None	IS1 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase A	P0CF10	b4516
EG60022	insB4	None	IS1 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase B	P57998	b0988
EG60023	insF4	None	IS3 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase B	P0CF82	b1026
EG60024	insE4	None	IS3 transposase A	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS3 transposase A	P0CF69	b1027
EG60025	insH6	None	IS5 transposase and trans-activator	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase	P0CE52	b1331
EG60026	insH25	None	IS5 transposase and trans-activator, possibly defective	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase, possibly defective	P0CE53	b1370
EG60027	insD4	None	IS2 transposase TnpB	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS2 transposase B	P0CF54	b1402
EG60028	insC4	None	IS2 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS2 transposase A	P0CF41	b1403
EG60029	insI3	None	IS30 transposase	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS30 transposase	P0CF89	b1404
EG60030	insB8	None	IS1 transposase B	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase B	P0CF30	b1893
EG60031	insA8	None	IS1 repressor TnpA	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS1 transposase A	P0CF13	b1894
EG60032	insH8	None	IS5 transposase and trans-activator	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	IS5 transposase	P0CE53	b1994
